epoch,step,train_acc,train_loss,val_acc,val_loss
0,25,,,0.5714285969734192,1.2538634538650513
0,25,0.26923078298568726,1.542621374130249,,
1,51,,,0.5714285969734192,1.1244473457336426
1,51,0.42307692766189575,1.1618515253067017,,
