epoch,step,train_acc,train_loss,val_acc,val_loss
0,5,,,0.5555555820465088,1.2032634019851685
0,5,0.1666666716337204,1.2904613018035889,,
1,11,,,0.5555555820465088,1.105528712272644
1,11,0.4166666567325592,1.1286863088607788,,
2,17,,,0.5555555820465088,1.0695325136184692
2,17,0.375,1.0065208673477173,,
3,23,,,0.5555555820465088,1.0908124446868896
3,23,0.5,0.996420681476593,,
4,29,,,0.5555555820465088,1.096100926399231
4,29,0.5,0.8748169541358948,,
