epoch,step,train_acc,train_loss,val_acc,val_loss
0,25,,,0.2857142984867096,1.6982042789459229
0,25,0.4615384638309479,1.0757180452346802,,
1,51,,,0.2857142984867096,1.8633792400360107
1,51,0.5,0.9595247507095337,,
2,77,,,0.2857142984867096,1.445424199104309
2,77,0.5384615659713745,0.8285083174705505,,
3,103,,,0.2857142984867096,1.4343832731246948
3,103,0.5769230723381042,0.8572072982788086,,
4,129,,,0.2857142984867096,1.5744422674179077
4,129,0.6538461446762085,0.7827189564704895,,
